12 9 9 19 9 10 
56 48 33 65 37 38 
74 74 41 62 34 35 
127 127 46 29 18 16 
134 134 42 32 18 16 
127 127 66 30 30 11
136 133 56 76 70 55
398 377 359 478 409 401
