1	0.14783076	0.9362738	1.97115072	5.3715046	5.71645844
10	0.1477476	0.935858	1.9707072	5.371366	5.7162644
100	0.146916	0.9317	1.966272	5.36998	5.714324
1000	0.1386	0.89012	1.92192	5.35612	5.69492
10000	0.05544	0.47432	1.4784	5.21752	5.50088
100000	0	0	0	3.83152	3.56048
1000000	0	0	0	0	0	
