1	0.11704	0.70224	0.78848	8.86460344	8.42773624	0.924	0.92399384	1.0472	0.47432	0.56672	33.78759692	0.65295076	0.38808
10	0.11704	0.70224	0.78848	8.864548	8.4276808	0.924	0.9239384	1.0472	0.47432	0.56672	33.7875692	0.6528676	0.38808
100	0.11704	0.70224	0.78848	8.8639936	8.4271264	0.924	0.923384	1.0472	0.47432	0.56672	33.787292	0.652036	0.38808
1000	0.11704	0.70224	0.78848	8.8584496	8.4215824	0.924	0.91784	1.0472	0.47432	0.56672	33.78452	0.64372	0.38808
10000	0.11704	0.70224	0.78848	8.8030096	8.3661424	0.924	0.8624	1.0472	0.47432	0.56672	33.7568	0.56056	0.38808
100000	0.11704	0.70224	0.78848	8.2486096	7.8117424	0.924	0.308	1.0472	0.47432	0.56672	33.4796	0	0.38808
1000000	0.11704	0.70224	0.78848	2.7046096	2.2677424	0.924	0	1.0472	0.47432	0.56672	30.7076	0	0.38808
10000000	0.11704	0.70224	0.78848	0	0	0.924	0	1.0472	0.47432	0.56672	2.9876	0	0.38808
1.00E+08	0.11704	0.70224	0.78848	0	0	0.924	0	1.0472	0.47432	0.56672	0	0	0.38808
