1	158
2	444
2	444
3	602
4	760
4	888
5	1303
5	1046
6	1590
6	1204
7	1106
7	1618
8	2321
8	2321
9	2479
9	2190
10	2476
10	2604
10	2608
10	2479
10	2895
10	2734
10	2604
10	2220
10	2348
10	2637
10	2348
10	2604
10	2348
11	2762
11	2762
11	2506
11	2250
11	2634
11	2506
11	2895
11	2634
11	3018
11	2762
11	2795
11	3021
11	2795
11	3023
11	3020
11	2378
11	2634
11	2766
11	2892
11	2506
13	3111
13	3078
13	3334
14	2980
14	3882
14	3492
14	3876
14	2724
14	3620
14	3364
14	3364
14	4068
14	2212
14	3625
14	3751
15	4167
15	3010
15	4162
15	3522
15	3940
15	2498
15	2754
15	4043
15	3909
15	3555
15	3650
15	3650
15	4387
15	4037
15	3778
15	4484
15	4099
15	3650
15	4325
15	3970
16	3296
16	4325
16	3936
16	4320
16	4068
16	4325
17	4256
17	4802
17	4350
17	3710
17	4094
18	4701
18	4252
18	5056
18	4896
18	5820
18	5115
18	5021
18	3612
18	5147
18	4508
18	4893
18	4639
19	4830
19	4538
19	3386
19	4059
19	3514
19	3770
19	4444
19	4410
19	4026
19	4444
19	4925
19	4571
19	5187
19	3770
19	4282
19	4573
19	4538
19	4538
19	4282
19	5050
20	5116
20	5464
20	5631
20	4960
20	4696
20	4568
20	5080
20	4312
20	4184
20	4312
20	4956
20	3416
20	4312
20	4184
20	5592
20	6105
21	5497
21	4375
21	6388
21	5883
21	5878
22	5652
22	4884
23	5816
23	5587
23	5843
23	5298
23	4402
23	5938
23	5042
23	5492
23	5170
23	5908
23	4914
23	5331
23	6332
23	4786
23	4914
23	4274
23	5977
23	5554
23	5938
23	7090
24	6097
24	5072
24	5456
24	5584
24	5584
24	6839
24	6321
24	6736
24	5712
24	5968
24	6608
24	5969
24	5362
24	5456
24	4560
24	4688
24	6161
24	6224
24	6935
25	5742
25	5358
25	5102
25	6766
25	6254
25	6736
25	6257
25	6254
25	7347
25	6262
25	7029
25	6382
25	4718
25	7824
25	4846
25	5998
25	5873
25	5742
25	5649
25	5870
26	6540
26	4876
26	6156
26	6893
26	5516
26	5260
26	6801
26	6798
26	6028
26	6575
26	7313
26	8014
26	7308
26	7052
26	6287
26	5516
26	6163
26	7312
26	6416
27	6186
27	6954
27	6314
27	7594
27	5802
27	7567
27	7504
27	5418
27	7214
27	6604
27	6442
27	5162
27	5546
27	7343
27	7210
27	6863
27	5802
27	7338
27	6833
27	6704
28	6991
28	7849
28	7244
28	7496
28	6216
28	7240
28	8040
28	7952
28	7112
28	7250
28	7663
28	6733
28	6216
28	6984
28	7112
28	7244
28	6984
28	5833
28	6984
28	7534
29	6632
29	8168
29	8038
29	7014
29	7654
29	7273
29	7526
29	6886
29	8038
29	6792
29	8174
29	7272
29	7398
29	7270
29	5734
29	7142
29	6886
29	6886
29	6374
29	7408
30	8840
30	7300
30	7812
30	7812
30	9800
30	8339
30	7300
30	8330
30	6538
30	7753
30	7684
30	8332
30	6916
30	8299
30	7591
30	6404
30	8140
30	8482
30	6148
30	6532
31	8326
31	8806
31	5794
31	8753
31	7714
31	6690
31	8359
31	7074
31	8612
31	8326
31	8617
31	5666
31	7879
31	5282
31	7330
31	7458
31	7202
31	6690
31	7330
31	7747
32	7744
32	8913
32	8294
32	5952
32	6464
32	8512
32	6976
32	8773
32	8424
32	8127
32	7232
32	8640
32	7616
32	7872
32	8000
32	8615
32	9024
32	7526
32	7139
32	7744
33	7134
33	5982
33	9636
33	7774
33	9310
33	7262
33	7902
33	7390
33	8222
33	9470
33	9060
33	7262
33	8867
33	8542
33	7902
33	8676
33	8802
33	9312
33	8286
33	8798
34	10077
34	8352
34	9095
34	6908
34	8956
34	9598
34	6908
34	10175
34	7676
34	9340
34	7804
34	9471
34	7676
34	7036
34	9481
34	8316
34	8828
34	7036
34	8316
34	9085
35	8218
35	9498
35	7066
35	9599
35	9600
35	10072
35	8730
36	7736
36	8248
36	9050
36	7096
36	8632
36	9144
36	9785
36	10040
36	8921
36	9784
37	9430
37	9430
37	8406
37	11895
37	9948
37	9430
37	9978
37	9148
37	10198
37	8056
37	9689
37	8918
37	8826
37	9579
37	9430
37	8952
37	7544
37	10070
37	7254
37	11929
38	10612
38	9912
38	9588
38	9076
39	8850
39	10579
39	9620
39	9618
39	9362
39	11443
39	10808
39	9362
39	10545
39	9746
39	10642
39	8466
39	8210
39	9106
39	8788
39	8466
39	8082
39	8466
39	8082
39	8978
40	10929
40	11681
40	7728
40	9686
40	13073
40	8624
40	10800
40	11315
40	9008
40	10992
40	10179
40	11795
40	10416
40	9556
40	11185
40	10416
40	12109
40	9013
40	8979
40	7377
41	9071
41	10574
41	10095
41	11489
41	11214
41	11343
41	11617
41	9810
41	11293
42	12238
42	11515
42	10797
42	9101
42	8300
42	11545
42	11116
42	11372
42	11418
42	11372
42	8812
42	9836
42	13076
42	10092
42	10987
42	9711
42	10348
42	11125
42	10476
42	8236
43	9994
43	10477
43	8458
43	11790
43	10539
43	11919
44	11832
44	11563
44	10408
44	11690
44	9778
44	11057
44	10024
44	11944
44	11724
44	11857
44	10536
44	12045
44	9512
44	11837
44	9512
44	10792
44	10280
44	11825
44	10664
44	11562
45	12117
45	13000
45	11857
45	9798
45	11864
45	13615
45	11974
45	11274
45	11334
45	11078
45	10054
45	11343
45	11974
45	11274
45	10694
45	10120
45	10791
45	11334
45	11915
45	11082
46	9444
46	10084
46	12900
46	10980
46	12132
46	12004
46	10820
46	13044
46	12004
46	10468
46	12404
46	11587
46	10468
46	12531
46	8804
46	12533
46	11875
46	12487
46	9572
46	13702
47	12706
47	10371
47	12038
47	13317
47	12290
47	12802
47	12546
47	12546
47	11654
47	11394
47	12931
47	11304
47	13539
47	11156
47	12677
47	9986
47	11662
47	10754
47	8578
47	11138
48	14839
49	11454
49	13013
49	12097
49	10942
49	8894
49	10046
49	13118
50	15362
50	12576
50	12801
50	12420
50	11228
50	13860
50	13788
50	13916
50	14559
50	11996
51	11130
51	14348
51	13178
51	12546
51	13208
51	14644
51	14361
51	12538
51	11130
51	14680
52	14744
52	12824
52	13021
52	11672
52	11160
52	13599
52	14122
52	13848
52	12444
52	12696
53	14395
53	13750
53	12982
53	14757
53	13366
53	12214
53	14646
53	14262
53	11318
53	12857
54	16383
54	12244
54	14420
54	15963
54	14676
54	14040
54	11988
54	13140
54	11860
54	10836
55	14582
55	15104
55	12786
55	15489
55	14209
55	14717
55	14068
55	13810
55	13589
55	13559
56	10896
56	13584
56	16249
56	13846
56	14485
56	12534
56	14529
56	10512
56	16626
56	14992
57	11694
57	13102
57	14382
57	14126
57	15026
57	16677
57	15406
57	15947
57	14576
57	12206
58	11212
58	11468
58	15052
58	10444
58	13132
58	16379
58	11596
58	14899
58	12751
58	16460
59	15995
59	16373
59	11370
59	12172
59	15760
60	14344
60	14344
60	14472
60	17420
60	12040
60	15987
60	13320
60	16797
60	13832
60	15240
61	13222
61	16691
61	13990
61	14118
61	11430
61	15398
61	16174
61	16166
61	15955
61	13350
62	10853
62	12740
62	13892
62	14532
62	15172
62	16139
62	17512
62	14404
62	16325
62	14083
63	16610
63	15729
63	17122
63	17122
63	13666
63	16867
63	15714
63	17790
63	17133
63	13794
64	15690
64	17048
64	18030
64	14592
64	20642
64	12672
64	16000
64	16170
64	16384
64	16256
65	10782
65	17931
65	18501
65	17606
65	13086
65	15646
65	16414
65	16563
65	16993
65	17950
66	20412
66	14524
66	17966
66	13884
66	18236
66	16956
66	20808
66	18778
66	15420
66	18277
67	17754
67	19863
67	20747
67	17137
67	13146
67	17370
67	12378
67	16544
67	14170
67	14170
68	16376
68	18576
68	19064
68	17913
68	18873
68	18040
68	18443
68	16120
68	16153
68	19212
69	17558
69	17625
69	19163
69	17074
69	18335
69	19478
69	18176
70	19380
70	19252
70	18229
70	17990
70	18612
70	12980
70	16308
70	20459
70	18228
70	19380
71	19922
71	18554
71	16722
71	14290
71	17234
71	16978
71	17362
71	18258
71	11730
71	19676
72	16752
72	17841
72	18288
72	19960
72	19162
72	19526
72	17008
72	18289
72	16624
72	19281
73	13070
73	14350
73	18331
73	17038
73	14478
73	21103
73	17335
73	13710
73	15758
73	20018
74	17836
74	17997
74	18260
74	12844
74	18355
74	19255
75	14666
75	20682
75	18250
75	19957
75	19850
75	14026
75	20367
75	18634
75	19020
75	22490
76	19688
76	21480
76	20398
76	17139
76	20360
76	18408
76	19959
76	20116
76	16998
76	20210
77	19338
77	22585
77	19339
77	19768
77	23506
77	19857
77	20870
77	15366
77	15494
77	21638
78	17188
78	22097
78	13860
78	17068
78	20516
78	22180
78	14884
78	19399
78	20913
78	19620
79	21446
79	19796
79	18820
79	24237
79	20802
79	20442
79	18126
79	19406
79	20034
79	19266
80	19552
80	21346
80	18400
80	20594
80	20674
81	17058
81	22398
81	17924
81	22175
81	20374
82	23694
82	22075
82	20981
83	21050
83	17595
83	21067
83	19258
83	17859
84	17880
84	19032
84	18904
84	21336
84	22616
85	22303
85	26214
85	18621
85	25674
85	23383
86	21012
86	23060
86	22676
86	20372
86	21539
87	22706
87	19447
87	23080
88	25095
88	25040
88	22224
88	21456
88	24250
89	24558
89	23021
89	19182
89	24592
89	23040
90	19468
90	16012
90	20620
90	14988
90	16140
91	22064
91	18730
91	25514
91	18346
91	20817
92	23742
92	24418
92	25356
92	23921
92	25806
93	19686
93	17638
93	22631
93	24806
93	23562
94	17284
94	22660
94	24836
94	26404
94	20100
95	24949
95	18850
95	26786
95	23501
95	24498
96	25807
96	21588
96	25172
96	23876
96	18112
97	27429
97	21250
97	26385
97	24708
97	26228
98	26279
98	19708
98	25340
98	25596
98	25663
99	27046
99	26010
99	20634
99	20698
99	26394
100	25161
100	18232
100	27511
100	24427
100	25144
101	25046
101	23997
101	20054
101	25686
101	27994
102	27508
102	25076
102	23412
102	23924
102	21270
103	27500
104	25930
104	29507
104	26163
104	25264
104	29175
105	19022
105	26728
105	30114
105	24398
105	29676
106	30343
106	28906
106	24812
106	27895
106	26621
107	29270
107	25010
107	27666
107	22794
107	25226
108	27304
108	24872
108	27688
108	29032
108	25512
109	27846
109	30923
109	30534
109	30159
109	27359
110	27251
111	31618
111	28418
111	27543
111	26754
111	23682
112	23584
112	25760
112	31274
112	28746
112	30287
113	30654
113	19902
113	30782
113	28067
113	29031
114	26972
114	31259
114	24672
114	30556
114	33408
115	31805
115	24570
115	28282
115	30074
115	31251
116	26264
116	32280
116	32344
116	31269
116	29097
117	23862
117	25910
117	28855
117	28342
117	32822
118	25684
118	28628
118	32212
118	28143
118	27604
119	30066
119	28681
119	25586
119	29810
119	34218
120	33936
120	27536
120	31248
120	30499
120	24464
121	32522
121	31065
121	25518
121	34123
121	34467
122	32481
122	32941
122	25075
123	26474
123	32551
123	34321
123	34470
123	31063
124	28621
124	29576
124	30216
124	31385
124	33544
125	33607
125	30758
125	29009
125	33254
125	34110
126	29798
126	27460
126	34199
126	32432
126	32196
127	31202
127	34223
127	33634
127	34231
127	31473
128	35739
128	31872
128	29952
128	36965
128	24996
129	36780
129	34352
129	32530
129	29726
129	35386
130	36160
130	29172
130	33612
130	31671
130	27708
131	35930
132	29054
132	37240
132	31864
132	28920
132	31352
133	34532
133	24598
133	33147
133	40032
133	27542
134	32337
134	33588
134	41346
134	35919
134	30132
135	32340
135	35115
136	35056
136	37424
136	36190
136	38327
136	33909
137	30606
137	31886
137	38414
137	43966
137	38414
138	37195
138	39012
138	32300
138	30764
138	38188
139	36841
139	35285
139	36170
139	37066
139	36714
140	38443
140	24808
140	34164
140	38702
140	37864
141	34302
141	34054
141	30214
141	25478
141	39207
142	40238
142	38265
142	36135
142	36393
142	42952
143	34908
143	24130
143	37343
143	27330
143	44003
144	34601
144	39008
144	31712
144	35022
144	33888
145	36862
145	40813
145	36907
145	39712
145	35838
146	41563
146	39295
146	37577
146	39068
146	33692
147	40090
147	44414
147	40762
147	40674
147	38230
148	36568
148	38799
148	35288
148	38785
149	34166
149	35318
149	41766
149	40274
149	36678
149	34294
149	39542
149	35088
149	41122
149	35702
150	38718
150	33556
150	40242
150	33556
150	32212
150	39956
150	40124
150	37652
150	34916
150	33300
151	33330
151	29874
151	38706
151	30386
151	43263
151	36241
151	31922
151	40140
151	27954
151	42293
152	35866
152	39888
152	40174
152	37139
152	37557
152	36054
152	41808
152	31696
152	38864
152	39074
153	33902
153	38279
154	43187
154	42380
154	41228
154	47196
154	43788
154	39753
154	40332
154	32873
154	39990
154	37425
155	41968
155	44881
155	34163
155	37426
155	37546
155	44074
155	43178
155	43690
155	37674
155	46079
156	33422
156	40568
156	41800
156	38984
156	33992
156	27848
156	41160
156	45135
156	35920
156	40520
157	43046
157	43467
157	40294
157	38886
157	43050
157	33546
157	34022
157	39014
157	37990
157	42086
158	27268
158	33412
158	44932
158	36612
158	41640
158	34436
158	42564
158	44003
158	33028
158	40708
159	38050
159	41530
159	44716
159	43170
159	37872
160	42082
160	28224
160	31168
160	31424
160	45103
160	35776
160	42627
160	45641
160	44992
160	42577
161	36830
161	39262
161	37267
161	35422
161	31710
161	43668
161	42846
161	28126
161	46283
161	26206
162	45729
162	45034
162	36860
162	45436
162	44367
162	45821
162	37607
162	39711
162	46076
162	36220
163	42140
163	43162
163	35226
163	44747
163	41185
163	38170
163	43959
163	33966
163	36122
163	41273
164	41274
164	31032
164	32571
164	43550
164	38584
164	33464
164	43064
164	40888
164	42974
164	35128
165	36672
165	44661
165	36822
165	39894
165	41046
165	44502
165	42710
165	42152
165	38102
165	40699
166	46200
166	44696
166	34548
166	44944
166	32244
166	46250
166	43170
166	40407
166	47089
166	35820
167	33426
167	43026
167	36882
167	45714
167	43284
167	38034
167	41490
167	41774
167	40850
167	35858
168	39600
168	44720
168	48979
168	38576
168	41136
168	36016
168	46691
168	46172
168	40784
168	46674
169	48206
169	49505
169	42190
169	41166
169	41597
169	41294
169	33358
169	47093
169	47645
169	45903
170	36844
171	44710
171	33162
171	46125
171	34442
171	43658
171	40970
171	39050
171	35850
171	44414
171	48138
172	47281
172	36264
172	44484
172	44328
172	43625
172	49717
172	46817
172	45511
172	43848
172	40360
173	41749
173	36545
173	40262
173	47570
173	42219
173	42182
173	37459
173	36038
173	48838
173	48951
174	43279
174	34033
174	45808
174	46080
174	39671
175	50927
175	40578
175	41903
175	39938
175	47642
175	48975
175	44701
175	47079
175	44105
175	37890
176	51122
176	47648
176	47852
176	45132
176	40480
176	41632
176	40608
176	43737
176	41760
176	51702
177	46391
177	46678
177	49555
177	47166
177	48467
177	31806
177	52219
177	45935
177	46398
177	36670
178	42588
178	52667
178	38492
178	49922
178	45020
178	47988
178	42972
178	39644
178	39900
178	39644
179	45050
179	48185
179	33146
179	39418
179	43770
179	39433
179	52981
179	37277
179	42823
179	42490
180	47026
180	31128
180	45879
180	50202
180	45464
180	49310
180	53408
180	38936
180	46242
180	43800
181	36534
181	51443
181	47420
181	47065
181	48310
181	45763
181	29494
181	52252
181	37430
181	50932
182	39892
182	51462
182	45408
182	39380
182	34132
182	46085
182	44500
182	45626
182	51393
182	49263
183	39666
183	54631
183	49299
183	49541
183	47739
183	38514
183	52263
183	53388
183	59522
183	48572
184	46128
184	55879
184	40208
184	39952
184	43280
184	45055
184	42896
184	32016
184	34960
184	44176
185	46510
185	50632
185	37166
185	45230
185	47948
